"placeCode","placeName","stateCode","lat","lng","coverImage"
"MUZAFFARPUR","Muzaffarpur","BIHAR",26.122,85.379303,"https://www.holidify.com/images/bgImages/MUZAFFARPUR.jpg"
"MYSORE","Mysore, Karnataka","KARNATAKA",12.2958104,76.6393805,"https://www.holidify.com/images/bgImages/MYSORE.jpg"
"NABADWIP","Navadvipa, West Bengal","WEST-BENGAL",23.4036446,88.3676393,"https://www.holidify.com/images/bgImages/NABADWIP.jpg"
"NAGAPATTINAM","Nagapattinam, Tamil Nadu","TAMIL-NADU",10.77,79.83,"https://www.holidify.com/images/bgImages/NAGAPATTINAM.jpg"
"NAGARHOLE","Nagarhole, Karnataka","KARNATAKA",12.0416805,76.1319953,"https://www.holidify.com/images/bgImages/NAGARHOLE.jpg"
"NAGARJUNAKONDA","Nagarjunakonda, Andhra Pradesh","ANDHRA-PRADESH",16.5224898,79.2408858,"https://www.holidify.com/images/bgImages/NAGARJUNAKONDA.jpg"
"NAGARJUNSAGAR","Nagarjunsagar, Andhra Pradesh","TELANGANA",16.5842247,79.3179595,"https://www.holidify.com/images/bgImages/NAGARJUNSAGAR.jpg"
"NAGGAR","Naggar, Himachal Pradesh","HIMACHAL-PRADESH",32.1166667,77.1666667,"https://www.holidify.com/images/bgImages/NAGGAR.jpg"
"NAGPUR","Nagpur, Maharashtra","MAHARASHTRA-GOA",21.1458004,79.0881546,"https://www.holidify.com/images/bgImages/NAGPUR.jpg"
"NAHAN","Nahan, Himachal Pradesh","HIMACHAL-PRADESH",30.5599327,77.295483,"https://www.holidify.com/images/bgImages/NAHAN.jpg"
"NAINITAL","Nainital, Uttarakhand","UTTARAKHAND",29.3803039,79.4635658,"https://www.holidify.com/images/bgImages/NAINITAL.jpg"
"NALAGARH","Nalagarh, Himachal Pradesh","HIMACHAL-PRADESH",31.0445587,76.7047904,"https://www.holidify.com/images/bgImages/NALAGARH.jpg"
"NALANDA","Nalanda, Bihar","BIHAR",25.1240603,85.4594749,"https://www.holidify.com/images/bgImages/NALANDA.jpg"
"NALBARI","Nalbari, Assam","ASSAM",26.4446185,91.4410527,"https://www.holidify.com/images/bgImages/NALBARI.jpg"
"NALGONDA","Nalgonda, Andhra Pradesh","TELANGANA",17.1882998,79.1999949,"https://www.holidify.com/images/bgImages/NALGONDA.jpg"
"NAMERI-NATIONAL-PARK","Nameri National Park, Assam","ASSAM",26.7459935,91.0203224,"https://www.holidify.com/images/bgImages/NAMERI-NATIONAL-PARK.jpg"
"NANAKMATTA","Nanakmatta, Uttarakhand","UTTARAKHAND",28.9409799,79.8156667,"https://www.holidify.com/images/bgImages/NANAKMATTA.jpg"
"NANDED","Nanded","MAHARASHTRA-GOA",19.1595,77.310898,"https://www.holidify.com/images/bgImages/NANDED.jpg"
"NANDI-HILLS","Nandi Hills, Karnataka","KARNATAKA",13.3666667,77.6833333,"https://www.holidify.com/images/bgImages/NANDI-HILLS.jpg"
"NARKANDA","Narkanda, Himachal Pradesh","HIMACHAL-PRADESH",31.2577718,77.4601581,"https://www.holidify.com/images/bgImages/NARKANDA.jpg"
"NARNAUL","Narnaul, Haryana","HARYANA",28.04,76.11,"https://www.holidify.com/images/bgImages/NARNAUL.jpg"
"NASIK","Nashik, Maharashtra","MAHARASHTRA-GOA",19.9974533,73.7898023,"https://www.holidify.com/images/bgImages/NASIK.jpg"
"NATHDWARA","Nathdwara, Rajasthan","RAJASTHAN",24.9291411,73.8213213,"https://www.holidify.com/images/bgImages/NATHDWARA.jpg"
"NATIONAL-CHAMBAL-WILDLIFE-SANCTUARY","National Chambal Wildlife Sanctuary, Uttar Pradesh","UTTAR-PRADESH",26.6666667,78.95,"https://www.holidify.com/images/bgImages/NATIONAL-CHAMBAL-WILDLIFE-SANCTUARY.jpg"
"NAUKUCHIATAL","Naukuchiatal, Uttarakhand","UTTARAKHAND",29.3483644,79.5581067,"https://www.holidify.com/images/bgImages/NAUKUCHIATAL.jpg"
"NAVI-MUMBAI","Navi Mumbai","MAHARASHTRA-GOA",19.0330488,73.0296625,"https://www.holidify.com/images/bgImages/NAVI-MUMBAI.jpg"
"NAWALGARH","Nawalgarh, Rajasthan","RAJASTHAN",27.851755,75.2740477,"https://www.holidify.com/images/bgImages/NAWALGARH.jpg"
"NEEMRANA","Neemrana, Rajasthan","RAJASTHAN",27.988889,76.388333,"https://www.holidify.com/images/bgImages/NEEMRANA.jpg"
"NELLIYAMPATHY","Nelliyampathy, Kerala","KERALA",10.5353931,76.6936074,"https://www.holidify.com/images/bgImages/NELLIYAMPATHY.jpg"
"NELLORE","Nellore, Andhra Pradesh","ANDHRA-PRADESH",14.43,79.97,"https://www.holidify.com/images/bgImages/NELLORE.jpg"
"NETARHAT","Netarhat, Jharkhand","JHARKHAND",23.4833,84.2667,"https://www.holidify.com/images/bgImages/NETARHAT.jpg"
"NILAMBUR","Nilambur, Kerala","KERALA",11.279432,76.239785,"https://www.holidify.com/images/bgImages/NILAMBUR.jpg"
"NIZAMABAD","Nizamabad, Andhra Pradesh","TELANGANA",18.2836461,84.0140984,"https://www.holidify.com/images/bgImages/NIZAMABAD.jpg"
"NOIDA","Noida, Uttar Pradesh","UTTAR-PRADESH",28.5355161,77.3910265,"https://www.holidify.com/images/bgImages/NOIDA.jpg"
"NONGPOH","Nongpoh, Meghalaya","MEGHALAYA",25.9,91.88,"https://www.holidify.com/images/bgImages/NONGPOH.jpg"
"NORTH-SIKKIM","North Sikkim, Sikkim","SIKKIM",27.4978787,88.5347783,"https://www.holidify.com/images/bgImages/NORTH-SIKKIM.jpg"
"NRITYAGRAM","Nrityagram, Karnataka","KARNATAKA",13.1617202,77.467329,"https://www.holidify.com/images/bgImages/NRITYAGRAM.jpg"
"NUBRA-VALLEY","Nubra Valley, Jammu & Kashmir","JAMMU-AND-KASHMIR",34.7885322,77.5431213,"https://www.holidify.com/images/bgImages/NUBRA-VALLEY.jpg"
"NUH","Nuh, Haryana","HARYANA",28.101084,77.004209,"https://www.holidify.com/images/bgImages/NUH.jpg"
"OMKARESHWAR","Omkareshwar, Madhya Pradesh","MADHYA-PRADESH",22.2507773,76.1522879,"https://www.holidify.com/images/bgImages/OMKARESHWAR.jpg"
"OOTY","Ooty, Tamil Nadu","TAMIL-NADU",11.411828,76.695356,"https://www.holidify.com/images/bgImages/OOTY.jpg"
"ORANG-NATIONAL-PARK","Orang National Park, Assam","ASSAM",26.61,92.36,"https://www.holidify.com/images/bgImages/ORANG-NATIONAL-PARK.jpg"
"ORCHHA","Orchha, Madhya Pradesh","MADHYA-PRADESH",25.367692,78.632799,"https://www.holidify.com/images/bgImages/ORCHHA.jpg"
"OSIAN","Osian, Rajasthan","RAJASTHAN",26.726,72.91,"https://www.holidify.com/images/bgImages/OSIAN.jpg"
"OZAR","Ozar, Maharashtra","MAHARASHTRA-GOA",20.0941489,73.9288575,"https://www.holidify.com/images/bgImages/OZAR.jpg"
"PACHMARHI","Pachmarhi, Madhya Pradesh","MADHYA-PRADESH",22.46834,78.432213,"https://www.holidify.com/images/bgImages/PACHMARHI.jpg"
"PAHALGAM","Pahalgam, Jammu & Kashmir","JAMMU-AND-KASHMIR",34.0160751,75.3149796,"https://www.holidify.com/images/bgImages/PAHALGAM.jpg"
"PALAKKAD","Palakkad, Kerala","KERALA",10.7867303,76.6547932,"https://www.holidify.com/images/bgImages/PALAKKAD.jpg"
"PALAMPUR","Palampur, Himachal Pradesh","HIMACHAL-PRADESH",32.1108599,76.5362526,"https://www.holidify.com/images/bgImages/PALAMPUR.jpg"
"PALANPUR","Palanpur","GUJARAT",24.17124,72.43195,"https://www.holidify.com/images/bgImages/PALANPUR.jpg"
"PALGHAR","Palghar","MAHARASHTRA-GOA",19.6997,72.7716,"https://www.holidify.com/images/bgImages/PALGHAR.jpg"
"PANCHGANI","Panchgani, Maharashtra","MAHARASHTRA-GOA",17.9203699,73.793854,"https://www.holidify.com/images/bgImages/PANCHGANI.jpg"
"PANCHKULA","Panchkula, Haryana","HARYANA",30.6942091,76.860565,"https://www.holidify.com/images/bgImages/PANCHKULA.jpg"
"PANIPAT","Panipat, Haryana","HARYANA",29.39,76.97,"https://www.holidify.com/images/bgImages/PANIPAT.jpg"
"PANNA","Panna, Madhya Pradesh","MADHYA-PRADESH",24.7180311,80.1819268,"https://www.holidify.com/images/bgImages/PANNA.jpg"
"PANVEL","Panvel, Maharashtra","MAHARASHTRA-GOA",18.9894007,73.1175162,"https://www.holidify.com/images/bgImages/PANVEL.jpg"
"PAONTA-SAHIB","Paonta Sahib","HIMACHAL-PRADESH",30.43796,77.61939,"https://www.holidify.com/images/bgImages/PAONTA-SAHIB.jpg"
"PAPI-KONDALU","Papikondalu, Andhra Pradesh","TELANGANA",17.66732,80.8811948,"https://www.holidify.com/images/bgImages/PAPI-KONDALU.jpg"
"PARWANOO","Parwanoo, Himachal Pradesh","HIMACHAL-PRADESH",30.83806,76.9585,"https://www.holidify.com/images/bgImages/PARWANOO.jpg"
"PASIGHAT","Pasighat, Arunachal Pradesh","ARUNACHAL-PRADESH",28.061899,95.3259358,"https://www.holidify.com/images/bgImages/PASIGHAT.jpg"
"PATAL-BHUVANESHWAR","Patal Bhuvaneshwar, Uttarakhand","UTTARAKHAND",29.688153,80.0919032,"https://www.holidify.com/images/bgImages/PATAL-BHUVANESHWAR.jpg"
"PATAN","Patan, Gujarat","GUJARAT",23.8493246,72.1266255,"https://www.holidify.com/images/bgImages/PATAN.jpg"
"PATHANAMTHITTA","Pathanamthitta, Kerala","KERALA",9.2647582,76.7870414,"https://www.holidify.com/images/bgImages/PATHANAMTHITTA.jpg"
"PATHANKOT","Pathankot, Punjab","PUNJAB",32.2706402,75.6425537,"https://www.holidify.com/images/bgImages/PATHANKOT.jpg"
"PATIALA","Patiala, Punjab","PUNJAB",30.32062,76.395126,"https://www.holidify.com/images/bgImages/PATIALA.jpg"
"PATNA","Patna, Bihar","BIHAR",25.61046,85.141667,"https://www.holidify.com/images/bgImages/PATNA.jpg"
"PATNITOP","Patnitop, Jammu & Kashmir","JAMMU-AND-KASHMIR",33.0847048,75.3353875,"https://www.holidify.com/images/bgImages/PATNITOP.jpg"
"PATTADAKAL","Pattadakal, Karnataka","KARNATAKA",15.9488181,75.8163521,"https://www.holidify.com/images/bgImages/PATTADAKAL.jpg"
"PAURI-GARHWAL","Pauri Garhwal, Uttarakhand","UTTARAKHAND",29.8,78.74,"https://www.holidify.com/images/bgImages/PAURI-GARHWAL.jpg"
"PEERMEDE","Peerumedu, Kerala","KERALA",9.5737218,76.9959872,"https://www.holidify.com/images/bgImages/PEERMEDE.jpg"
"PENCH-NATIONAL-PARK","Pench National Park, Madhya Pradesh","MADHYA-PRADESH",22.0166165,79.8296743,"https://www.holidify.com/images/bgImages/PENCH-NATIONAL-PARK.jpg"
"PHEK","Phek, Nagaland","NAGALAND",25.6634215,94.4703202,"https://www.holidify.com/images/bgImages/PHEK.jpg"
"PITHORAGARH","Pithoragarh, Uttarakhand","UTTARAKHAND",29.5828604,80.2181884,"https://www.holidify.com/images/bgImages/PITHORAGARH.jpg"
"POLLACHI","Pollachi","TAMIL-NADU",11.01601,76.97031,"https://www.holidify.com/images/bgImages/POLLACHI.jpg"
"PONDICHERRY","Pondicherry","UNION-TERRITORY",11.9138598,79.8144722,"https://www.holidify.com/images/bgImages/PONDICHERRY.jpg"
"PONMUDI","Ponmudi, Kerala","KERALA",8.7599422,77.1168753,"https://www.holidify.com/images/bgImages/PONMUDI.jpg"
"PONNANI","Ponnani, Kerala","KERALA",10.7677201,75.9259013,"https://www.holidify.com/images/bgImages/PONNANI.jpg"
"POOVAR","Poovar, Kerala","KERALA",8.3176908,77.070837,"https://www.holidify.com/images/bgImages/POOVAR.jpg"
"PORBANDAR","Porbandar, Gujarat","GUJARAT",21.6417069,69.6292654,"https://www.holidify.com/images/bgImages/PORBANDAR.jpg"
"PULWAMA","Pulwama, Jammu & Kashmir","JAMMU-AND-KASHMIR",33.8716117,74.8945692,"https://www.holidify.com/images/bgImages/PULWAMA.jpg"
"PUNE","Pune, Maharashtra","MAHARASHTRA-GOA",18.5204303,73.8567437,"https://www.holidify.com/images/bgImages/PUNE.jpg"
"PURI","Puri, Orissa","ODISHA",19.8133822,85.8314655,"https://www.holidify.com/images/bgImages/PURI.jpg"
"PURULIA","Purulia, West Bengal","WEST-BENGAL",23.3320779,86.365208,"https://www.holidify.com/images/bgImages/PURULIA.jpg"
"PUSHKAR","Pushkar, Rajasthan","RAJASTHAN",26.489749,74.5510856,"https://www.holidify.com/images/bgImages/PUSHKAR.jpg"
"PUTTAPARTHI","Puttaparthi, Andhra Pradesh","ANDHRA-PRADESH",14.1675,77.8113889,"https://www.holidify.com/images/bgImages/PUTTAPARTHI.jpg"
"RAICHAK","Raichak, West Bengal","WEST-BENGAL",22.2186797,88.1218171,"https://www.holidify.com/images/bgImages/RAICHAK.jpg"
"RAIGAD","Raigad, Maharashtra","MAHARASHTRA-GOA",18.5157519,73.1821623,"https://www.holidify.com/images/bgImages/RAIGAD.jpg"
"RAIPUR","Raipur, Chhattisgarh","CHATTISGARH",21.2514,81.6296,"https://www.holidify.com/images/bgImages/RAIPUR.jpg"
"RAJABHATKAWA","Rajabhatkhawa, West Bengal","WEST-BENGAL",26.6159979,89.5323932,"https://www.holidify.com/images/bgImages/RAJABHATKAWA.jpg"
"RAJAHAMUNDRY","Rajahmundry, Andhra Pradesh","ANDHRA-PRADESH",17.0005383,81.8040345,"https://www.holidify.com/images/bgImages/RAJAHAMUNDRY.jpg"
"RAJAJI-NATIONAL-PARK","Rajaji National Park, Uttarakhand","UTTARAKHAND",30.0997541,77.9749068,"https://www.holidify.com/images/bgImages/RAJAJI-NATIONAL-PARK.jpg"
"RAJGIR","Rajgir, Bihar","BIHAR",25.03,85.42,"https://www.holidify.com/images/bgImages/RAJGIR.jpg"
"RAJKOT","Rajkot","GUJARAT",22.3038945,70.8021599,"https://www.holidify.com/images/bgImages/RAJKOT.jpg"
"RAJMACHI","Rajmachi, Maharashtra","MAHARASHTRA-GOA",18.8289865,73.39549,"https://www.holidify.com/images/bgImages/RAJMACHI.jpg"
"RAJSAMAND","Rajsamand, Rajasthan","RAJASTHAN",25.07,73.88,"https://www.holidify.com/images/bgImages/RAJSAMAND.jpg"
"RAMESWARAM","Rameshwaram, Tamil Nadu","TAMIL-NADU",9.2876254,79.3129291,"https://www.holidify.com/images/bgImages/RAMESWARAM.jpg"
"RAMGARH","Ramgarh, Uttarakhand","UTTARAKHAND",29.45,79.55,"https://www.holidify.com/images/bgImages/RAMGARH.jpg"
"RAMNAGARAM","Ramanagaram, Karnataka","KARNATAKA",12.720679,77.2826476,"https://www.holidify.com/images/bgImages/RAMNAGARAM.jpg"
"RANAKPUR","Ranakpur, Rajasthan","RAJASTHAN",25.1160407,73.472527,"https://www.holidify.com/images/bgImages/RANAKPUR.jpg"
"RANCHI","Ranchi, Jharkhand","JHARKHAND",23.3440997,85.309562,"https://www.holidify.com/images/bgImages/RANCHI.jpg"
"RANIKHET","Ranikhet, Uttarakhand","UTTARAKHAND",29.6433615,79.4321825,"https://www.holidify.com/images/bgImages/RANIKHET.jpg"
"RANNI","Ranni","KERALA",9.35828,76.9967,"https://www.holidify.com/images/bgImages/RANNI.jpg"
"RANTHAMBORE","Ranthambore, Rajasthan","RAJASTHAN",26.0173274,76.5025742,"https://www.holidify.com/images/bgImages/RANTHAMBORE.jpg"
"RATANWADI","Ratanwadi, Maharashtra","MAHARASHTRA-GOA",19.5175,73.723056,"https://www.holidify.com/images/bgImages/RATANWADI.jpg"
"RATNAGIRI","Ratnagiri, Maharashtra","MAHARASHTRA-GOA",16.990215,73.3120233,"https://www.holidify.com/images/bgImages/RATNAGIRI.jpg"
"RAYAGADA","Rayagada","ODISHA",19.1754,83.4109,"https://www.holidify.com/images/bgImages/RAYAGADA.jpg"
"RISHIKESH","Rishikesh, Uttarakhand","UTTARAKHAND",30.0869281,78.2676116,"https://www.holidify.com/images/bgImages/RISHIKESH.jpg"
"ROHTAK","Rohtak","HARYANA",28.895515,76.606613,"https://www.holidify.com/images/bgImages/ROHTAK.jpg"
"ROING","Roing, Arunachal Pradesh","ARUNACHAL-PRADESH",28.1428773,95.8431495,"https://www.holidify.com/images/bgImages/ROING.jpg"
"ROURKELA","Rourkela, Odisha","ODISHA",22.260423,84.8535844,"https://www.holidify.com/images/bgImages/ROURKELA.jpg"
"RUDRA-PRAYAG","Rudra Prayag, Uttarakhand","UTTARAKHAND",30.2844141,78.9811407,"https://www.holidify.com/images/bgImages/RUDRA-PRAYAG.jpg"
"SABARIMALA","Sabarimala, Kerala","KERALA",9.4375,77.0805556,"https://www.holidify.com/images/bgImages/SABARIMALA.jpg"
"SAGARDWIP","Ganga Sagar (Sagardwip), West Bengal","WEST-BENGAL",21.6490224,88.0754188,"https://www.holidify.com/images/bgImages/SAGARDWIP.jpg"
"SAIHA","Saiha, Mizoram","MIZORAM",22.489734,92.979269,"https://www.holidify.com/images/bgImages/SAIHA.jpg"
"SALEM","Salem","TAMIL-NADU",11.6643,78.146,"https://www.holidify.com/images/bgImages/SALEM.jpg"
"SAMALKOT","Samalkot, Andhra Pradesh","ANDHRA-PRADESH",17.0531,82.1695,"https://www.holidify.com/images/bgImages/SAMALKOT.jpg"
"SAMBALPUR","Sambalpur, Odisha","ODISHA",21.47,83.97,"https://www.holidify.com/images/bgImages/SAMBALPUR.jpg"
"SANASAR","Sanasar, Jammu & Kashmir","JAMMU-AND-KASHMIR",33.1189161,75.2537397,"https://www.holidify.com/images/bgImages/SANASAR.jpg"
"SANCHI","Sanchi, Madhya Pradesh","MADHYA-PRADESH",23.482561,77.7406309,"https://www.holidify.com/images/bgImages/SANCHI.jpg"
"SANGLA","Sangla, Himachal Pradesh","HIMACHAL-PRADESH",31.4254859,78.2649956,"https://www.holidify.com/images/bgImages/SANGLA.jpg"
"SANTINIKETAN","Santiniketan, West Bengal","WEST-BENGAL",23.6835212,87.6803028,"https://www.holidify.com/images/bgImages/SANTINIKETAN.jpg"
"SAPUTARA","Saputara, Gujarat","GUJARAT",20.579722,73.746667,"https://www.holidify.com/images/bgImages/SAPUTARA.jpg"
"SARNATH","Sarnath, Uttar Pradesh","UTTAR-PRADESH",25.3811111,83.0213889,"https://www.holidify.com/images/bgImages/SARNATH.jpg"
"SATARA","Satara","MAHARASHTRA-GOA",17.6804639,74.018261,"https://www.holidify.com/images/bgImages/SATARA.jpg"
"SATNA","Satna","MADHYA-PRADESH",24.6005075,80.8322428,"https://www.holidify.com/images/bgImages/SATNA.jpg"
"SATTAL","Sattal, Uttarakhand","UTTARAKHAND",29.344309,79.5294318,"https://www.holidify.com/images/bgImages/SATTAL.jpg"
"SAVANDURGA","Savandurga, Karnataka","KARNATAKA",12.9205893,77.2944334,"https://www.holidify.com/images/bgImages/SAVANDURGA.jpg"
"SAWANTWADI","Sawantwadi, Maharashtra","MAHARASHTRA-GOA",15.9052627,73.8213213,"https://www.holidify.com/images/bgImages/SAWANTWADI.jpg"
"SECUNDERABAD","Secunderabad","TELANGANA",17.4399,78.4983,"https://www.holidify.com/images/bgImages/SECUNDERABAD.jpg"
"SERCHHIP","Serchhip, Mizoram","MIZORAM",23.310142,92.854642,"https://www.holidify.com/images/bgImages/SERCHHIP.jpg"
"SHANKARPUR","Shankarpur, West Bengal","WEST-BENGAL",21.639905,87.59062,"https://www.holidify.com/images/bgImages/SHANKARPUR.jpg"
"SHEKHAWATI","Shekhawati, Rajasthan","RAJASTHAN",27.6270903,75.1382796,"https://www.holidify.com/images/bgImages/SHEKHAWATI.jpg"
"SHILLONG","Shillong, Meghalaya","MEGHALAYA",25.5787726,91.8932535,"https://www.holidify.com/images/bgImages/SHILLONG.jpg"
"SHIMLA","Shimla, Himachal Pradesh","HIMACHAL-PRADESH",31.1046052,77.1734242,"https://www.holidify.com/images/bgImages/SHIMLA.jpg"
"SHIMOGA","Shimoga (Shivamogga), Karnataka","KARNATAKA",13.9299299,75.568101,"https://www.holidify.com/images/bgImages/SHIMOGA.jpg"
"SHIRDI","Shirdi, Maharashtra","MAHARASHTRA-GOA",19.7667,74.4833,"https://www.holidify.com/images/bgImages/SHIRDI.jpg"
"SHIVAGANGE","Shivagange, Karnataka","KARNATAKA",12.86668,77.37868,"https://www.holidify.com/images/bgImages/SHIVAGANGE.jpg"
"SHIVANASAMUNDRAM","Shivanasamundram Falls, Karnataka","KARNATAKA",12.294,77.168,"https://www.holidify.com/images/bgImages/SHIVANASAMUNDRAM.jpg"
"SHIVPURI","Shivpuri, Madhya Pradesh","MADHYA-PRADESH",25.43,77.65,"https://www.holidify.com/images/bgImages/SHIVPURI.jpg"
"SHOGHI","Shoghi, Himachal Pradesh","HIMACHAL-PRADESH",31.069,77.1366,"https://www.holidify.com/images/bgImages/SHOGHI.jpg"
"SHOJHA","Shoja, Himachal Pradesh","HIMACHAL-PRADESH",31.2563076,77.0874559,"https://www.holidify.com/images/bgImages/SHOJHA.jpg"
"SHRAVASTI","Shravasti","UTTAR-PRADESH",27.50769,82.02821,"https://www.holidify.com/images/bgImages/SHRAVASTI.jpg"
"SIBSAGAR","Sivasagar, Assam","ASSAM",26.9833,94.6333,"https://www.holidify.com/images/bgImages/SIBSAGAR.jpg"
"SIKAR","Sikar, Rajasthan","RAJASTHAN",27.6094,75.139911,"https://www.holidify.com/images/bgImages/SIKAR.jpg"
"SILCHAR","Silchar, Assam","ASSAM",24.82,92.8,"https://www.holidify.com/images/bgImages/SILCHAR.jpg"
"SILIGURI","Siliguri, West Bengal","WEST-BENGAL",26.7083818,88.4268741,"https://www.holidify.com/images/bgImages/SILIGURI.jpg"
"SILVASSA","Silvassa, Dadra & Nagar Haveli","UNION-TERRITORY",20.2655816,72.9992013,"https://www.holidify.com/images/bgImages/SILVASSA.jpg"
"SIRHIND","Sirhind","PUNJAB",0,0,"https://www.holidify.com/images/bgImages/SIRHIND.jpg"
"SOLAN","Solan, Himachal Pradesh","HIMACHAL-PRADESH",30.90396,77.096943,"https://www.holidify.com/images/bgImages/SOLAN.jpg"
"SOMNATH","Somnath, Gujarat","GUJARAT",20.9060022,70.3843721,"https://www.holidify.com/images/bgImages/SOMNATH.jpg"
"SONAMARG","Sonamarg, Jammu & Kashmir","JAMMU-AND-KASHMIR",34.3031616,75.293111,"https://www.holidify.com/images/bgImages/SONAMARG.jpg"
"SOUTH-SIKKIM","South Sikkim, Sikkim","SIKKIM",27.166996,88.3652122,"https://www.holidify.com/images/bgImages/SOUTH-SIKKIM.jpg"
"SPITI","Spiti Valley, Himachal Pradesh","HIMACHAL-PRADESH",32.246137,78.034916,"https://www.holidify.com/images/bgImages/SPITI.jpg"
"SRAVANABELAGOLA","Shravanabelagola, Karnataka","KARNATAKA",12.8563247,76.479854,"https://www.holidify.com/images/bgImages/SRAVANABELAGOLA.jpg"
"SRIKALAHASTI","Srikalahasti, Andhra Pradesh","ANDHRA-PRADESH",13.75269,79.7037579,"https://www.holidify.com/images/bgImages/SRIKALAHASTI.jpg"
"SRINAGAR","Srinagar, Jammu & Kashmir","JAMMU-AND-KASHMIR",34.0836581,74.7973681,"https://www.holidify.com/images/bgImages/SRINAGAR.jpg"
"SRINGERI","Sringeri, Karnataka","KARNATAKA",13.41872,75.25146,"https://www.holidify.com/images/bgImages/SRINGERI.jpg"
"SRIRANGAPATNA","Srirangapatna, Karnataka","KARNATAKA",12.4179565,76.6946872,"https://www.holidify.com/images/bgImages/SRIRANGAPATNA.jpg"
"SRISAILAM","Srisailam, Andhra Pradesh","ANDHRA-PRADESH",16.0732748,78.8687291,"https://www.holidify.com/images/bgImages/SRISAILAM.jpg"
"SUALKUCHI","Sualkuchi, Assam","ASSAM",26.1703301,91.570327,"https://www.holidify.com/images/bgImages/SUALKUCHI.jpg"
"SUNDARBAN-NATIONAL-PARK","Sundarbans, West Bengal","WEST-BENGAL",21.5640289,88.8910756,"https://www.holidify.com/images/bgImages/SUNDARBAN-NATIONAL-PARK.jpg"
"SURAT","Surat, Gujarat","GUJARAT",21.1702401,72.8310607,"https://www.holidify.com/images/bgImages/SURAT.jpg"
"SURYAMAL","Suryamal, Maharashtra","MAHARASHTRA-GOA",19.7577271,73.3469216,"https://www.holidify.com/images/bgImages/SURYAMAL.jpg"
"TADOBA","Tadoba National Park, Maharashtra","MAHARASHTRA-GOA",20.199057,79.414673,"https://www.holidify.com/images/bgImages/TADOBA.jpg"
"TALAKAD","Talakad, Karnataka","KARNATAKA",12.1946782,77.030539,"https://www.holidify.com/images/bgImages/TALAKAD.jpg"
"TALASARI-BEACH","Talasari Beach, Odisha","ODISHA",21.604969,87.466493,"https://www.holidify.com/images/bgImages/TALASARI-BEACH.jpg"
"TAMENGLONG","Tamenglong, Manipur","MANIPUR",24.9879342,93.495292,"https://www.holidify.com/images/bgImages/TAMENGLONG.jpg"
"TAMHINI-GHAT","Tamhini Ghat","MAHARASHTRA-GOA",18.4759,73.4592,"https://www.holidify.com/images/bgImages/TAMHINI-GHAT.jpg"
"TARAPITH","Tarapith, West Bengal","WEST-BENGAL",24.11,87.8,"https://www.holidify.com/images/bgImages/TARAPITH.jpg"
"TARKARLI","Tarkarli, Maharashtra","MAHARASHTRA-GOA",16.03588,73.481205,"https://www.holidify.com/images/bgImages/TARKARLI.jpg"
"TATTAPANI","Tattapani, Himachal Pradesh","HIMACHAL-PRADESH",31.247996,77.0849785,"https://www.holidify.com/images/bgImages/TATTAPANI.jpg"
"TAWANG","Tawang, Arunachal Pradesh","ARUNACHAL-PRADESH",27.578366,91.876341,"https://www.holidify.com/images/bgImages/TAWANG.jpg"
"TEHRI-GARHWAL","Tehri Garhwal, Uttarakhand","UTTARAKHAND",30.38,78.48,"https://www.holidify.com/images/bgImages/TEHRI-GARHWAL.jpg"
"THALASERRY-TELLICHERRY","Thalassery, Kerala","KERALA",11.7532878,75.4928777,"https://www.holidify.com/images/bgImages/THALASERRY-TELLICHERRY.jpg"
"THANE","Thane","MAHARASHTRA-GOA",19.2183,72.9781,"https://www.holidify.com/images/bgImages/THANE.jpg"
"THANJEVUR","Thanjavur, Tamil Nadu","TAMIL-NADU",10.7825,79.1313,"https://www.holidify.com/images/bgImages/THANJEVUR.jpg"
"THATTEKAD-BIRD-SANCTUARY","Thattekad Bird Sanctuary, Kerala","KERALA",10.1037,76.7027,"https://www.holidify.com/images/bgImages/THATTEKAD-BIRD-SANCTUARY.jpg"
"THEKKADY","Thekkady, Kerala","KERALA",9.6062413,77.1672255,"https://www.holidify.com/images/bgImages/THEKKADY.jpg"
"THENI","Theni","TAMIL-NADU",9.9329832,77.4701972,"https://www.holidify.com/images/bgImages/THENI.jpg"
"THENMALA","Thenmala, Kerala","KERALA",8.9632448,77.0650809,"https://www.holidify.com/images/bgImages/THENMALA.jpg"
"THIRUVANNAMALAI","Thiruvannamalai, Tamil Nadu","TAMIL-NADU",12.22,79.07,"https://www.holidify.com/images/bgImages/THIRUVANNAMALAI.jpg"
"THODUPUZHA","Thodupuzha","KERALA",9.72784,76.77418,"https://www.holidify.com/images/bgImages/THODUPUZHA.jpg"
"THOLPETTY","Tholpetty, Kerala","KERALA",11.9516338,76.0594972,"https://www.holidify.com/images/bgImages/THOLPETTY.jpg"
"THOUBAL","Thoubal, Manipur","MANIPUR",24.5435506,93.9674371,"https://www.holidify.com/images/bgImages/THOUBAL.jpg"
"THRISSUR","Thrissur, Kerala","KERALA",10.5276416,76.2144349,"https://www.holidify.com/images/bgImages/THRISSUR.jpg"
"TIKARPADA-WILDLIFE-SANCTUARY","Tikarpada Wildlife Sanctuary, Odisha","ODISHA",20.6131507,84.7915999,"https://www.holidify.com/images/bgImages/TIKARPADA-WILDLIFE-SANCTUARY.jpg"
